,Marktbereich,PHG,Modeserie,PUG,Zielgruppe,Modell,Modell.1,Farbkarte,Farbe,FS18,FS19,FS20,FS21
185,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40547.0,Me Craggy Pants III,BLAU,eclipse,0,1,0,0
186,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40547.0,Me Craggy Pants III,BLAU,hydro blue,0,1,0,0
187,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40547.0,Me Craggy Pants III,GRÜN,parrot green,0,7,0,0
188,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40676.0,Me Morzine ZO Pants II,BLAU,radiate blue,0,93,3,1
189,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40676.0,Me Morzine ZO Pants II,SCHWARZ,black,0,72,3,3
190,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40842.0,Me Altissimo Shorts II,BLAU,eclipse,0,210,0,0
191,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40842.0,Me Altissimo Shorts II,BLAU,eclipse uni,0,860,0,0
192,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40842.0,Me Altissimo Shorts II,BLAU,radiate blue,0,55,0,0
193,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40842.0,Me Altissimo Shorts II,GRÜN,chute green,0,1090,4,0
194,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40842.0,Me Altissimo Shorts II,SCHWARZ,black,0,955,7,0
195,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40843.0,Me Craggy Shorts,BLAU,baltic sea,0,912,2,0
196,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40843.0,Me Craggy Shorts,BLAU,radiate blue,0,592,41,0
197,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40843.0,Me Craggy Shorts,GRAU,iron,0,4,0,0
198,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40843.0,Me Craggy Shorts,GRÜN,chute green,0,347,3,0
199,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40843.0,Me Craggy Shorts,SCHWARZ,black,0,494,79,0
200,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40843.0,Me Craggy Shorts,TÜRKIS,dark petrol,0,0,1,0
201,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40844.0,Me Ligure Shorts,BLAU,blue,0,246,0,0
202,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40844.0,Me Ligure Shorts,BLAU,radiate/baltic,0,273,0,0
203,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40844.0,Me Ligure Shorts,GRAU,blue elder,0,46,0,0
204,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40844.0,Me Ligure Shorts,GRÜN,cactus/chute green,0,64,26,0
205,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40844.0,Me Ligure Shorts,SCHWARZ,black,0,392,0,0
206,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40844.0,Me Ligure Shorts,SCHWARZ,black/grey,0,211,0,0
207,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40844.0,Me Ligure Shorts,SCHWARZ,phantom black,0,81,0,0
208,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40858.0,Me Moab Shorts III,BLAU,eclipse,0,583,5,0
209,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40858.0,Me Moab Shorts III,BLAU,eclipse/eclipse,0,0,341,0
210,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40858.0,Me Moab Shorts III,GRAU,blue gray,0,218,0,0
211,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40858.0,Me Moab Shorts III,SCHWARZ,black,0,794,11,0
212,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40858.0,Me Moab Shorts III,SCHWARZ,black uni,0,0,533,1
213,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40859.0,Me Slickrock Shorts,BLAU,baltic sea,0,261,0,0
214,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40859.0,Me Slickrock Shorts,BLAU,radiate blue,0,5,0,0
215,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40859.0,Me Slickrock Shorts,SCHWARZ,black,0,33,0,0
216,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40859.0,Me Slickrock Shorts,SCHWARZ,black/anthracite,0,756,0,0
217,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40860.0,Me Downieville Shorts,BLAU,radiate blue/cobalt,0,361,0,0
218,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40860.0,Me Downieville Shorts,SCHWARZ,black,0,2,0,0
219,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40860.0,Me Downieville Shorts,SCHWARZ,black/anthracite print,0,671,0,0
220,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40997.0,Me Moab Rain Pants,BLAU,radiate blue,0,118,3,0
221,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40997.0,Me Moab Rain Pants,GRÜN,bright green,0,0,215,280
222,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40997.0,Me Moab Rain Pants,SCHWARZ,black,0,482,521,777
223,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40999.0,Me Moab Rain Shorts,BLAU,radiate blue,0,83,192,9
224,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40999.0,Me Moab Rain Shorts,GRÜN,bright green,0,0,94,95
225,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,40999.0,Me Moab Rain Shorts,SCHWARZ,black,0,377,269,243
226,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41294.0,Me All Year Moab ZO Pants,BLAU,eclipse,0,0,247,0
227,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41294.0,Me All Year Moab ZO Pants,BLAU,radiate blue,0,226,0,0
228,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41294.0,Me All Year Moab ZO Pants,BLAU,signal blue,0,0,0,26
229,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41294.0,Me All Year Moab ZO Pants,SCHWARZ,black,0,405,229,31
230,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41302.0,Me Green Core Tech Shorts,GRÜN,mossy green,0,301,413,0
231,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41433.0,Me eMoab Shorts,BLAU,eclipse,0,421,374,0
232,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41433.0,Me eMoab Shorts,SCHWARZ,black,0,468,303,1
233,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41440.0,Me Ledro Shorts,BLAU,baltic sea,0,2395,1887,7
234,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41440.0,Me Ledro Shorts,BLAU,icicle,0,0,1080,0
235,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41440.0,Me Ledro Shorts,BLAU,signal blue,0,0,0,1179
236,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41440.0,Me Ledro Shorts,BLAU,steelblue,0,0,5,2075
237,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41440.0,Me Ledro Shorts,GRÜN,avocado,0,0,0,1496
238,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41440.0,Me Ledro Shorts,GRÜN,chute green,0,1625,1129,0
239,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41440.0,Me Ledro Shorts,GRÜN,lake,0,0,397,0
240,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41440.0,Me Ledro Shorts,ORANGE,rock melone,0,423,0,0
241,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41440.0,Me Ledro Shorts,ROT,salsa,0,847,52,0
242,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41440.0,Me Ledro Shorts,SCHWARZ,black,0,3342,4348,5529
243,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41703.0,Me Morzine ZO Pants III,BLAU,eclipse,0,0,35,0
244,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41703.0,Me Morzine ZO Pants III,SCHWARZ,black,0,0,68,0
245,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41704.0,Minaki Shorts III,BLAU,dark sea,0,0,0,9
246,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41704.0,Minaki Shorts III,BLAU,icicle,0,0,71,0
247,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41704.0,Minaki Shorts III,BLAU,steelblue,0,0,0,19
248,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41704.0,Minaki Shorts III,GRÜN,dusty forest,0,0,0,9
249,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41704.0,Minaki Shorts III,GRÜN,vibrant green,0,0,0,10
250,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41704.0,Minaki Shorts III,PINK,cranberry,0,0,38,0
251,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41704.0,Minaki Shorts III,PINK,cranberry/steelblue,0,0,0,12
252,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41704.0,Minaki Shorts III,ROT,mars red,0,0,0,0
253,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41704.0,Minaki Shorts III,SCHWARZ,black,0,0,61,122
254,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41705.0,Me SQlab LesSeam Bib Tights,SCHWARZ,black,0,6,43,3
255,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41706.0,Me SQlab LesSeam Tights,SCHWARZ,black,0,3,29,12
256,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41791.0,Me SQlab LesSeam Shorts,SCHWARZ,black,0,909,949,984
257,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41792.0,Me SQlab Bib LesSeam Shorts,SCHWARZ,black,0,320,195,7
258,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41928.0,Me Tremalzo Stripes Shorts,BLAU,eclipse,0,0,354,555
259,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41928.0,Me Tremalzo Stripes Shorts,SCHWARZ,black,0,0,300,337
260,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41929.0,Me Tremalzo Shorts III,BLAU,eclipse,0,0,217,0
261,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41929.0,Me Tremalzo Shorts III,BLAU,eclipse/eclipse,0,0,0,162
262,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41929.0,Me Tremalzo Shorts III,BLAU,steelblue,0,0,0,229
263,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41929.0,Me Tremalzo Shorts III,SCHWARZ,black,0,0,1873,1862
264,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41930.0,Me Altissimo Shorts III,BLAU,eclipse,0,0,877,716
265,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41930.0,Me Altissimo Shorts III,BLAU,icicle,0,0,1273,0
266,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41930.0,Me Altissimo Shorts III,BLAU,signal blue,0,0,0,753
267,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41930.0,Me Altissimo Shorts III,GRAU,blue gray,0,0,0,350
268,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41930.0,Me Altissimo Shorts III,GRÜN,apple green,0,0,379,0
269,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41930.0,Me Altissimo Shorts III,SCHWARZ,black,0,0,565,1
270,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41930.0,Me Altissimo Shorts III,SCHWARZ,black/black,0,0,0,968
271,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41931.0,Me Virt Shorts,BLAU,eclipse,0,0,506,424
272,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41931.0,Me Virt Shorts,GRÜN,bright green,0,0,341,341
273,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41931.0,Me Virt Shorts,SCHWARZ,black,0,0,981,715
274,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41932.0,Me Qimsa Shorts,BLAU,eclipse,0,0,825,2
275,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41932.0,Me Qimsa Shorts,BLAU,eclipse/eclipse,0,0,0,670
276,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41932.0,Me Qimsa Shorts,BLAU,icicle,0,0,1653,4
277,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41932.0,Me Qimsa Shorts,GRÜN,apple green,0,0,839,0
278,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41932.0,Me Qimsa Shorts,GRÜN,avocado,0,0,0,2402
279,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41932.0,Me Qimsa Shorts,ROT,carmine,0,0,593,573
280,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41932.0,Me Qimsa Shorts,SCHWARZ,black,0,0,1003,1765
281,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41936.0,Me Bracket Shorts,BLAU,eclipse,0,0,274,0
282,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41936.0,Me Bracket Shorts,BLAU,signal blue,0,0,0,85
283,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41936.0,Me Bracket Shorts,GRÜN,lake,0,0,166,0
284,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41936.0,Me Bracket Shorts,ROT,carmine,0,0,0,104
285,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,41936.0,Me Bracket Shorts,SCHWARZ,black,0,0,420,206
286,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,42165.0,Me Qimsa Softshell Shorts,BLAU,steelblue,0,0,0,54
287,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,42165.0,Me Qimsa Softshell Shorts,SCHWARZ,black,0,0,0,200
288,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,42165.0,Me Qimsa Softshell Shorts,SCHWARZ,black/black,0,0,0,6
289,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,42350.0,Me Moab Shorts IV,BLAU,eclipse,0,0,0,165
290,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,42350.0,Me Moab Shorts IV,GRAU,blue gray,0,0,0,240
291,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,42350.0,Me Moab Shorts IV,SCHWARZ,black,0,0,0,739
292,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,42548.0,Me All Year Moab 2in1 Rain Pants,GRÜN,dusty forest,0,0,0,7
293,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,42548.0,Me All Year Moab 2in1 Rain Pants,SCHWARZ,black,0,0,0,8
294,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,42561.0,Me Qimsa Softshell Pants II S/S+L/S,SCHWARZ,black/black,0,0,0,25
295,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,42562.0,Me Qimsa Light Softshell Pants,BRAUN,coconut,0,0,0,12
296,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,42562.0,Me Qimsa Light Softshell Pants,SCHWARZ,black,0,0,0,21
297,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,42588.0,Me All Year Moab ZO Pants II,BRAUN,coconut/dark sea,0,0,0,17
298,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Hose,Herren,42588.0,Me All Year Moab ZO Pants II,SCHWARZ,black,0,0,0,58
299,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Overall,Herren,40847.0,Me Moab Rain Suit,GRÜN,pistachio,0,63,36,28
300,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Overall,Herren,40847.0,Me Moab Rain Suit,SCHWARZ,black,0,66,21,28
301,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Damen,5692.0,Wo Brand Tec Shirt,BLAU,teal blue,0,3,0,0
302,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Damen,41301.0,Wo Green Core Tricot,GRAU,moondust,0,242,121,0
303,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,5691.0,Me Brand Tec Shirt,BLAU,teal blue,0,2,0,0
304,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,5691.0,Me Brand Tec Shirt,SCHWARZ,black,0,0,0,1
305,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,41245.0,Me All Year Moab Shirt,BLAU,eclipse,0,0,85,0
306,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,41245.0,Me All Year Moab Shirt,BLAU,icicle,0,0,202,0
307,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,41245.0,Me All Year Moab Shirt,GRAU,blue elder,0,118,0,0
308,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,41245.0,Me All Year Moab Shirt,SCHWARZ,black,0,24,0,0
309,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,41245.0,Me All Year Moab Shirt,SCHWARZ,black/red,0,8,7,0
310,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,41245.0,Me All Year Moab Shirt,TÜRKIS,pacific,0,15,0,0
311,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,41300.0,Me Green Core Tricot,GRAU,moondust,0,273,66,0
312,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,42163.0,Me All Year Moab FZ T-Shirt,BLAU,dark sea,0,0,0,15
313,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,42163.0,Me All Year Moab FZ T-Shirt,BLAU,signal blue,0,0,0,206
314,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,42163.0,Me All Year Moab FZ T-Shirt,BLAU,steelblue,0,0,0,96
315,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,42163.0,Me All Year Moab FZ T-Shirt,GRÜN,dusty forest,0,0,0,7
316,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,42163.0,Me All Year Moab FZ T-Shirt,ROT,carmine,0,0,0,11
317,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Trikot,Herren,42163.0,Me All Year Moab FZ T-Shirt,SCHWARZ,black,0,0,0,60
318,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,5479.0,Wo Topa Shirt,TÜRKIS,hummingbird,0,10,0,0
319,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,5481.0,Wo Moab Shirt,TÜRKIS,hummingbird,0,15,0,0
320,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,5481.0,Wo Moab Shirt,WEISS,white,0,5,0,0
321,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,5483.0,Wo Tremalzo Shirt,PINK,grenadine,0,6,0,0
322,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,5483.0,Wo Tremalzo Shirt,TÜRKIS,alpine lake,0,5,0,0
323,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,5483.0,Wo Tremalzo Shirt,WEISS,white,0,10,0,0
324,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,6575.0,Wo Topa Shirt II,TÜRKIS,icewater,0,6,0,0
325,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,6601.0,Wo Tremalzo Shirt II,BLAU,polar sea,0,5,0,0
326,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,6601.0,Wo Tremalzo Shirt II,PINK,grenadine,0,6,0,0
327,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,6601.0,Wo Tremalzo Shirt II,ROT,flame,0,5,0,0
328,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40453.0,Wo Tremalzo Shirt III,BLAU,blueberry,0,1,0,0
329,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40453.0,Wo Tremalzo Shirt III,ROT,indian red,0,2,0,0
330,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40461.0,Wo Tamaro Shirt II,GRÜN,apple,0,150,0,0
331,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40865.0,Wo Ligure Shirt,BLAU,campanula,0,2,0,0
332,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40865.0,Wo Ligure Shirt,BLAU,crystal blue,0,465,0,0
333,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40865.0,Wo Ligure Shirt,BLAU,eclipse,0,589,0,0
334,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40865.0,Wo Ligure Shirt,GRAU,iron,0,1,0,0
335,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40865.0,Wo Ligure Shirt,GRAU,pewter grey,0,76,0,0
336,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40865.0,Wo Ligure Shirt,PINK,crimson red,0,527,648,0
337,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40865.0,Wo Ligure Shirt,ROT,red cluster,0,3,0,0
338,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40865.0,Wo Ligure Shirt,WEISS,white,0,932,636,0
339,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,BLAU,campanula,0,47,0,0
340,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,BLAU,eclipse,0,81,0,0
341,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,BLAU,eclipse/pink,0,2195,0,0
342,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,BLAU,icicle,0,0,199,0
343,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,BLAU,steelblue,0,0,0,896
344,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,GELB,mimosa,0,131,127,0
345,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,GRAU,pewter grey,0,101,0,0
346,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,PINK,bramble,0,0,0,578
347,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,PINK,crimson red,0,0,561,8
348,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,PINK,pink/eclipse,0,0,1958,0
349,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,ROT,magma,0,423,63,0
350,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,ROT,mars red,0,0,0,252
351,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,ROT,red cluster,0,22,0,0
352,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,SCHWARZ,black,0,0,0,861
353,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,TÜRKIS,glacier,0,1434,0,0
354,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,TÜRKIS,kingfisher,0,0,396,0
355,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40867.0,Wo Tremalzo Shirt IV,TÜRKIS,peacock,0,0,525,715
356,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40868.0,Wo Tremalzo LS Shirt,BLAU,eclipse,0,1,0,0
357,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40868.0,Wo Tremalzo LS Shirt,BLAU,eclipse/pink,0,1418,0,0
358,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40868.0,Wo Tremalzo LS Shirt,GRAU,blue gray,0,0,0,730
359,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40868.0,Wo Tremalzo LS Shirt,GRÜN,nickel green,0,437,0,0
360,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40868.0,Wo Tremalzo LS Shirt,ORANGE,tangerine,0,0,0,231
361,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40868.0,Wo Tremalzo LS Shirt,PINK,cranberry,0,0,1139,0
362,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40868.0,Wo Tremalzo LS Shirt,SCHWARZ,black,0,0,0,1260
363,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40868.0,Wo Tremalzo LS Shirt,TÜRKIS,kingfisher,0,0,100,0
364,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40868.0,Wo Tremalzo LS Shirt,TÜRKIS,peacock,0,0,1358,2
365,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40868.0,Wo Tremalzo LS Shirt,TÜRKIS,riviera,0,0,0,818
366,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40869.0,Wo Moab LS Shirt II,ROT,strawberry,0,0,0,0
367,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Damen,40996.0,Wo Moab Shirt III,GRAU,pewter grey,0,3,0,0
